Year;Month;GHId;GHIm;DNId;DNIm;DIFd;DIFm;GTId;GTIm;TEMP;WS;RH;AP;PWAT
2015;12;2.767;85.8;5.090;157.8;0.848;26.3;4.917;152.4;11.7;1.4;70.0;956.8;12.8
2016;01;2.790;86.5;4.605;142.8;0.970;30.1;4.645;144.0;12.2;2.0;69.3;950.1;12.8
2016;02;3.420;99.2;4.018;116.5;1.456;42.2;4.748;137.7;12.3;2.9;60.3;946.9;10.8
2016;03;5.247;162.7;6.782;210.2;1.460;45.3;6.577;203.9;13.0;2.0;53.2;943.3;9.4
2016;04;5.900;177.0;6.086;182.6;1.956;58.7;6.308;189.2;16.2;2.1;59.3;941.8;14.3
2016;05;7.139;221.3;7.080;219.5;2.245;69.6;6.831;211.8;19.1;2.1;53.1;943.5;15.4
2016;06;7.908;237.2;7.700;231.0;2.447;73.4;7.273;218.2;24.4;2.0;44.8;945.4;19.0
2016;07;7.456;231.1;6.947;215.4;2.440;75.6;7.073;219.3;26.6;2.2;47.4;947.0;22.4
2016;08;7.014;217.4;7.238;224.4;2.124;65.8;7.250;224.8;25.6;2.2;55.0;948.0;23.2
2016;09;5.760;172.8;6.543;196.3;1.795;53.9;6.818;204.5;23.2;1.8;58.0;947.9;22.0
2016;10;4.066;126.0;4.877;151.2;1.534;47.6;5.476;169.8;19.3;1.6;68.3;945.7;19.6
2016;11;2.822;84.7;4.280;128.4;1.029;30.9;4.428;132.8;13.4;1.9;67.3;944.4;13.6
2016;12;2.365;73.3;4.411;136.7;0.750;23.2;4.173;129.4;10.8;1.7;83.7;952.7;12.6
2017;01;2.721;84.4;4.848;150.3;0.827;25.6;4.601;142.6;8.5;2.0;70.8;948.2;9.5
2017;02;3.541;99.1;4.491;125.7;1.384;38.8;5.020;140.6;12.1;2.4;70.7;946.9;11.6
2017;03;5.285;163.8;6.659;206.4;1.476;45.8;6.597;204.5;13.7;2.1;60.8;947.1;10.3
2017;04;6.294;188.8;6.703;201.1;1.937;58.1;6.848;205.4;15.8;2.4;59.2;946.4;13.7
2017;05;7.427;230.2;7.217;223.7;2.419;75.0;7.170;222.3;20.4;2.3;46.5;945.2;15.9
2017;06;8.069;242.1;8.206;246.2;2.236;67.1;7.415;222.5;25.5;2.0;45.1;945.5;20.3
2017;07;7.892;244.7;7.871;244.0;2.324;72.0;7.456;231.1;26.9;1.8;47.6;945.6;20.7
2017;08;6.353;196.9;6.116;189.6;2.197;68.1;6.533;202.5;26.4;1.8;56.6;946.4;25.4
2017;09;5.900;177.0;6.922;207.7;1.690;50.7;7.001;210.0;22.6;1.8;59.7;947.0;20.1
2017;10;4.448;137.9;6.259;194.0;1.287;39.9;6.224;192.9;19.2;1.5;66.8;950.7;17.9
2017;11;3.192;95.8;5.608;168.2;0.854;25.6;5.244;157.3;13.4;1.5;61.5;947.7;11.8
2017;12;2.696;83.6;5.294;164.1;0.754;23.4;4.866;150.8;10.0;2.1;66.3;951.4;9.9
2018;01;2.891;89.6;5.229;162.1;0.862;26.7;4.939;153.1;10.6;2.3;64.4;949.7;9.0
2018;02;3.662;102.5;5.193;145.4;1.198;33.5;5.317;148.9;9.6;1.9;65.6;941.2;10.0
2018;03;4.722;146.4;5.682;176.1;1.521;47.2;5.782;179.2;12.7;2.9;63.1;938.4;11.6
2018;04;5.975;179.2;6.146;184.4;1.961;58.8;6.428;192.8;15.8;2.7;56.0;942.0;13.4
2018;05;6.818;211.4;6.385;197.9;2.481;76.9;6.543;202.8;18.2;1.9;59.2;943.3;16.8
2018;06;7.646;229.4;7.201;216.0;2.509;75.3;7.042;211.3;23.5;1.9;49.8;944.5;20.1
2018;07;7.955;246.6;7.854;243.5;2.372;73.5;7.520;233.1;27.0;1.8;42.4;945.1;18.0
2018;08;6.941;215.2;7.067;219.1;2.127;65.9;7.194;223.0;26.5;1.9;55.8;946.4;24.7
2018;09;5.135;154.1;5.360;160.8;1.912;57.4;6.002;180.1;23.4;1.8;68.1;948.2;24.6
2018;10;3.531;109.5;4.238;131.4;1.413;43.8;4.709;146.0;17.0;1.8;76.5;943.6;18.5
2018;11;2.784;83.5;4.341;130.2;0.983;29.5;4.387;131.6;13.1;2.0;75.8;944.0;14.0
2018;12;2.808;87.0;5.755;178.4;0.676;21.0;5.163;160.1;11.6;1.6;67.6;953.4;10.2
2019;01;3.050;94.5;5.774;179.0;0.791;24.5;5.305;164.5;9.8;2.0;59.8;947.5;8.7
2019;02;4.393;123.0;7.102;198.9;1.005;28.1;6.638;185.9;10.9;2.1;58.1;952.1;8.0
2019;03;5.070;157.2;6.282;194.7;1.553;48.1;6.363;197.3;13.1;2.3;57.5;950.0;10.6
2019;04;5.917;177.5;6.378;191.3;1.874;56.2;6.339;190.2;14.6;2.1;63.1;941.6;12.7
2019;05;7.628;236.5;8.150;252.7;2.004;62.1;7.359;228.1;19.8;1.9;53.4;944.1;16.3
2019;06;8.336;250.1;8.701;261.0;2.148;64.4;7.658;229.7;23.4;2.0;46.7;944.5;16.3
2019;07;7.683;238.2;7.085;219.6;2.597;80.5;7.277;225.6;27.3;2.1;45.6;944.0;21.7
2019;08;7.001;217.0;6.788;210.4;2.382;73.8;7.246;224.6;26.5;1.8;55.3;945.9;24.4
2019;09;5.214;156.4;5.341;160.2;1.995;59.9;6.095;182.8;22.4;1.8;69.7;947.0;23.1
2019;10;4.330;134.2;5.824;180.5;1.310;40.6;5.966;184.9;18.9;1.6;61.9;946.3;17.3
2019;11;2.979;89.4;4.816;144.5;0.981;29.4;4.767;143.0;13.4;2.5;60.8;941.5;12.6
2019;12;2.480;76.9;4.476;138.8;0.827;25.6;4.344;134.7;11.9;2.2;67.6;947.6;11.9
2020;01;2.792;86.6;4.806;149.0;0.890;27.6;4.705;145.9;9.5;1.6;69.9;952.3;10.3
2020;02;4.103;119.0;6.038;175.1;1.201;34.8;6.033;175.0;13.3;1.6;61.6;953.6;10.3
2020;03;4.048;125.5;4.150;128.7;1.718;53.3;4.947;153.4;13.7;2.4;63.4;944.8;13.3
2020;04;5.024;150.7;4.236;127.1;2.241;67.2;5.274;158.2;15.0;2.0;69.8;944.0;16.2
2020;05;7.129;221.0;6.894;213.7;2.327;72.1;6.872;213.0;20.6;2.2;50.3;945.9;16.8
2020;06;8.062;241.9;8.036;241.1;2.415;72.5;7.399;222.0;23.6;2.0;47.6;944.5;18.4
2020;07;7.734;239.8;7.210;223.5;2.557;79.3;7.333;227.3;26.9;1.8;51.4;946.1;23.2
2020;08;6.962;215.8;7.067;219.1;2.189;67.9;7.238;224.4;26.9;2.1;39.2;955.6;20.2
